"name","date","dem"
"CZE",1948-02-24,-7
"ECU",1948-08-30,1
"ECU",1963-07-09,1
"HUN",1948-12-14,-7
"HUN",1956-10-20,-7
"INS",1948-06-29,3
"INS",1950-08-13,3
"ISR",1948-05-12,10
"ISR",1967-06-02,10
"ITA",1947-12-30,10
"ITA",2012-12-28,10
"MYA",1948-01-02,6
"MYA",1958-10-26,6
"PER",1948-10-27,-6
"PER",1950-07-26,-6
"PRK",1948-04-29,-7
"PRK",1956-06-28,-7
"ROK",1948-08-13,-3
"ROK",1952-08-03,-3
"SAL",1948-12-13,0
"SAL",1950-03-24,0
"YAR",1948-02-16,-6
"YAR",1962-09-17,-6
"CHN",1949-01-09,0
"CHN",1949-09-28,0
"CHN",1949-09-29,-8
"CHN",1966-04-28,-8
"COS",1949-11-06,9
"COS",1953-11-05,9
"GDR",1949-10-03,-7
"GDR",1950-02-06,-7
"GFR",1949-05-22,10
"GFR",1990-09-30,10
"GRC",1949-10-15,4
"GRC",1967-04-19,4
"PAN",1949-11-19,-1
"PAN",1954-12-31,-1
"SYR",1949-03-29,-6
"SYR",1949-08-11,-6
"SYR",1949-08-12,0
"SYR",1951-11-26,0
"TAW",1949-09-29,-8
"TAW",1975-04-03,-8
"GDR",1950-02-07,-8
"GDR",1960-09-10,-8
"GUA",1950-12-09,2
"GUA",1954-06-25,2
"HAI",1950-05-09,-5
"HAI",1956-12-10,-5
"INS",1950-08-14,0
"INS",1957-03-12,0
"PER",1950-07-27,-2
"PER",1956-07-26,-2
"PHI",1950-06-29,5
"PHI",1969-11-09,5
"SAL",1950-03-25,-6
"SAL",1960-10-24,-6
"BEL",1951-07-15,9
"BEL",1970-05-26,9
"BOL",1951-07-20,-5
"BOL",1952-04-09,-5
"EGY",1951-10-14,6
"EGY",1952-07-21,6
"LIB",1951-12-22,-7
"LIB",1969-08-30,-7
"SYR",1951-11-27,-6
"SYR",1954-02-23,-6
"YUG",1951-06-29,0
"YUG",1953-01-12,0
"LUX",1951-07-15,9
"LUX",1970-05-26,9
"BOL",1952-04-10,4
"BOL",1964-11-02,4
"CUB",1952-03-09,0
"CUB",1955-06-13,0
"EGY",1952-07-22,-7
"EGY",1976-10-25,-7
"IND",1952-05-11,5
"IND",1967-02-18,5
"JOR",1952-01-06,-4
"JOR",1956-10-18,-4
"JPN",1952-04-27,10
"JPN",2012-12-28,10
"ROK",1952-08-04,-4
"ROK",1960-04-13,-4
"THI",1952-06-29,-6
"THI",1955-06-28,-6
"AFG",1953-09-06,-10
"AFG",1964-09-07,-10
"CAM",1953-11-07,0
"CAM",1955-09-08,0
"COS",1953-11-06,10
"COS",2012-12-28,10
"IRN",1953-08-18,-10
"IRN",1979-01-15,-10
"LAO",1953-10-20,4
"LAO",1958-05-01,4
"YUG",1953-01-13,-7
"YUG",1980-05-02,-7
"DRV",1954-05-05,-9
"DRV",1960-01-13,-9
"GUA",1954-06-26,-6
"GUA",1958-01-17,-6
"PAR",1954-07-10,-9
"PAR",1967-08-23,-9
"SYR",1954-02-24,4
"SYR",1955-08-15,4
"TUR",1954-01-26,4
"TUR",1960-05-25,4
"ARG",1955-09-21,0
"ARG",1958-04-28,0
"CAM",1955-09-09,-9
"CAM",1970-03-16,-9
"CUB",1955-06-14,-9
"CUB",1958-12-30,-9
"PAN",1955-01-01,4
"PAN",1968-10-10,4
"RVN",1955-10-24,-3
"RVN",1963-10-30,-3
"SYR",1955-08-16,7
"SYR",1958-01-29,7
"THI",1955-06-29,-3
"THI",1958-10-18,-3
"HAI",1956-12-11,0
"HAI",1957-10-19,0
"HON",1956-10-20,-1
"HON",1971-03-26,-1
"HUN",1956-10-21,0
"HUN",1956-11-01,0
"HUN",1956-11-02,0
"HUN",1957-05-25,0
"JOR",1956-10-19,5
"JOR",1957-04-22,5
"MOR",1956-02-29,-5
"MOR",1961-05-30,-5
"PER",1956-07-27,5
"PER",1962-07-16,5
"PRK",1956-06-29,-8
"PRK",1966-10-13,-8
"SUD",1955-12-30,7
"SUD",1958-11-15,7
"TUN",1956-03-18,-4
"TUN",1957-07-22,-4
"COL",1957-07-19,7
"COL",1974-08-05,7
"HAI",1957-10-20,4
"HAI",1961-06-11,4
"HUN",1957-05-26,-7
"HUN",1988-05-20,-7
"INS",1957-03-13,-1
"INS",1959-07-03,-1
"JOR",1957-04-23,-9
"JOR",1974-11-07,-9
"MAL",1957-08-29,7
"MAL",1959-08-18,7
"TUN",1957-07-23,-9
"TUN",1977-10-13,-9
"ARG",1958-04-29,5
"ARG",1963-11-13,5
"BRA",1958-06-29,6
"BRA",1961-08-31,6
"CHL",1958-09-02,5
"CHL",1964-10-31,5
"FRN",1958-05-30,0
"FRN",1959-01-05,0
"GUA",1958-01-18,-5
"GUA",1963-03-28,-5
"GUI",1958-09-30,-9
"GUI",1984-03-31,-9
"IRQ",1958-07-13,-5
"IRQ",1968-07-15,-5
"LAO",1958-05-02,5
"LAO",1959-06-26,5
"MYA",1958-10-27,1
"MYA",1960-04-01,1
"SUD",1958-11-16,-7
"SUD",1963-04-23,-7
"SYR",1958-01-30,0
"SYR",1961-09-29,0
"THI",1958-10-19,-7
"THI",1968-01-13,-7
"VEN",1958-12-06,6
"VEN",1968-11-29,6
"CUB",1958-12-31,0
"CUB",1960-01-13,0
"FRN",1959-01-06,4
"FRN",1965-12-16,4
"INS",1959-07-04,-5
"INS",1966-03-10,-5
"LAO",1959-06-27,-4
"LAO",1960-12-11,-4
"MAL",1959-08-19,7
"MAL",1969-05-13,7
"CEN",1960-08-11,-7
"CEN",1991-10-27,-7
"CHA",1960-08-09,-3
"CHA",1962-01-15,-3
"CON",1960-08-13,3
"CON",1963-08-13,3
"CUB",1960-01-14,0
"CUB",1961-11-30,0
"DRV",1960-01-14,-8
"DRV",1969-09-01,-8
"GDR",1960-09-11,-9
"GDR",1989-11-22,-9
"GHA",1960-06-29,1
"GHA",1962-09-19,1
"LAO",1960-12-12,0
"LAO",1974-04-02,0
"MYA",1960-04-02,5
"MYA",1962-02-28,5
"NIG",1960-09-29,8
"NIG",1964-12-06,8
"ROK",1960-04-14,0
"ROK",1960-07-13,0
"ROK",1960-07-14,8
"ROK",1961-05-14,8
"SAL",1960-10-25,0
"SAL",1961-01-23,0
"SEN",1960-04-02,-1
"SEN",1962-12-15,-1
"SOM",1960-06-29,7
"SOM",1969-10-19,7
"TUR",1960-05-26,0
"TUR",1961-07-18,0
"DRC",1960-06-28,0
"DRC",1963-01-13,0
"BRA",1961-09-01,5
"BRA",1963-01-20,5
"CUB",1961-12-01,-7
"CUB",1976-12-29,-7
"DOM",1961-05-29,0
"DOM",1963-02-24,0
"HAI",1961-06-12,-7
"HAI",1971-04-19,-7
"MOR",1961-05-31,0
"MOR",1963-11-10,0
"ROK",1961-05-15,-7
"ROK",1963-12-15,-7
"RWA",1961-06-29,-5
"RWA",1973-07-03,-5
"SAL",1961-01-24,-3
"SAL",1977-02-25,-3
"SIE",1961-04-25,6
"SIE",1967-03-21,6
"SYR",1961-09-30,0
"SYR",1961-11-08,0
"SYR",1961-11-09,0
"SYR",1963-03-06,0
"TAZ",1961-12-07,-6
"TAZ",1992-06-14,-6
"TUR",1961-07-19,9
"TUR",1965-10-08,9
"ALG",1962-07-03,-8
"ALG",1965-06-17,-8
"CHA",1962-01-16,-8
"CHA",1964-06-04,-8
"GHA",1962-09-20,-3
"GHA",1964-02-20,-3
"MYA",1962-03-01,-6
"MYA",1964-03-26,-6
"PER",1962-07-17,-6
"PER",1963-07-25,-6
"SEN",1962-12-16,0
"SEN",1963-03-01,0
"UGA",1962-10-07,7
"UGA",1966-04-13,7
"YAR",1962-09-18,0
"YAR",1966-11-03,0
"ARG",1963-11-14,6
"ARG",1966-06-26,6
"BRA",1963-01-21,3
"BRA",1964-04-07,3
"CON",1963-08-14,0
"CON",1963-12-06,0
"CON",1963-12-07,-7
"CON",1979-02-03,-7
"DOM",1963-02-25,8
"DOM",1963-09-23,8
"DOM",1963-09-24,0
"DOM",1966-05-30,0
"ECU",1963-07-10,-6
"ECU",1966-03-27,-6
"GUA",1963-03-29,-5
"GUA",1966-03-04,-5
"KEN",1963-12-10,5
"KEN",1964-11-18,5
"KUW",1963-01-27,-8
"KUW",1965-01-13,-8
"MOR",1963-11-11,-3
"MOR",1965-06-04,-3
"PER",1963-07-26,5
"PER",1968-10-01,5
"ROK",1963-12-16,3
"ROK",1972-10-15,3
"RVN",1963-10-31,-3
"RVN",1965-06-09,-3
"SEN",1963-03-02,-7
"SEN",1974-07-29,-7
"SUD",1963-04-24,-4
"SUD",1964-10-27,-4
"SYR",1963-03-07,-8
"SYR",1970-11-11,-8
"DRC",1963-01-14,0
"DRC",1965-11-22,0
"AFG",1964-09-08,-7
"AFG",1973-07-15,-7
"BOL",1964-11-03,-4
"BOL",1966-01-01,-4
"BRA",1964-04-08,0
"BRA",1965-10-25,0
"CHA",1964-06-05,-9
"CHA",1969-09-24,-9
"CHL",1964-11-01,6
"CHL",1973-09-09,6
"GHA",1964-02-19,-9
"GHA",1966-02-22,-9
"KEN",1964-11-19,-1
"KEN",1969-10-28,-1
"MYA",1964-03-27,-7
"MYA",1974-02-27,-7
"NIG",1964-12-07,7
"NIG",1966-01-13,7
"SUD",1964-10-28,0
"SUD",1963-04-19,0
"ZAM",1964-10-22,2
"ZAM",1968-08-12,2
"ALG",1965-06-18,-9
"ALG",1989-02-21,-9
"BRA",1965-10-26,-9
"BRA",1974-01-13,-9
"FRN",1965-12-17,7
"FRN",1969-04-26,7
"KUW",1965-01-14,-9
"KUW",1971-01-21,-9
"MOR",1965-06-05,-9
"MOR",1977-06-01,-9
"RVN",1965-06-10,0
"RVN",1973-03-27,0
"SUD",1965-04-20,6
"SUD",1969-05-23,6
"TUR",1965-10-09,8
"TUR",1971-04-24,8
"DRC",1965-11-23,-9
"DRC",1990-11-21,-9
"ARG",1966-06-27,-9
"ARG",1973-03-09,-9
"BOL",1966-01-02,-4
"BOL",1969-09-23,-4
"CHN",1966-04-29,-9
"CHN",1969-04-12,-9
"DOM",1966-05-31,-3
"DOM",1978-08-13,-3
"ECU",1966-03-28,0
"ECU",1968-08-29,0
"GHA",1966-02-23,-4
"GHA",1970-07-28,-4
"GUA",1966-03-05,3
"GUA",1970-02-27,3
"INS",1966-03-11,-6
"INS",1967-03-10,-6
"NIG",1966-01-14,-7
"NIG",1978-09-19,-7
"PRK",1966-10-14,-9
"PRK",1994-07-05,-9
"UGA",1966-04-14,0
"UGA",1967-09-07,0
"YAR",1966-11-04,-3
"YAR",1974-06-11,-3
"GRC",1967-04-20,-7
"GRC",1974-07-21,-7
"IND",1967-02-19,8
"IND",1975-06-23,8
"INS",1967-03-11,-7
"INS",1998-05-19,-7
"ISR",1967-06-03,9
"ISR",1981-10-29,9
"PAR",1967-08-24,-8
"PAR",1989-04-29,-8
"SIE",1967-03-22,-7
"SIE",1968-04-15,-7
"UGA",1967-09-08,-6
"UGA",1969-12-17,-6
"USA",1967-06-21,8
"USA",1974-08-07,8
"YPR",1967-11-28,-5
"YPR",1970-11-28,-5
"CZE",1968-01-03,-3
"CZE",1968-08-18,-3
"CZE",1968-08-19,0
"CZE",1968-01-02,0
"ECU",1968-08-30,5
"ECU",1970-06-19,5
"IRQ",1968-07-16,-7
"IRQ",1979-07-14,-7
"PAN",1968-10-11,-7
"PAN",1968-12-29,-7
"PER",1968-10-02,-7
"PER",1977-02-02,-7
"SIE",1968-04-16,0
"SIE",1968-11-18,0
"SIE",1968-11-19,1
"SIE",1971-04-17,1
"THI",1968-01-14,0
"THI",1969-02-08,0
"VEN",1968-11-30,7
"VEN",1969-03-24,7
"ZAM",1968-08-13,0
"ZAM",1972-12-06,0
"BOL",1969-09-24,-4
"BOL",1970-10-04,-4
"CHA",1969-09-25,-6
"CHA",1973-08-25,-6
"CHN",1969-04-13,-8
"CHN",1976-09-07,-8
"CZE",1969-09-27,-7
"CZE",1989-12-07,-7
"DRV",1969-09-02,-7
"DRV",1976-06-29,-7
"FRN",1969-04-27,9
"FRN",1986-03-17,9
"KEN",1969-10-29,-7
"KEN",1979-11-05,-7
"LIB",1969-08-31,-7
"LIB",1976-12-29,-7
"MAL",1969-05-14,1
"MAL",1971-02-17,1
"PAN",1968-12-30,-7
"PAN",1978-10-03,-7
"PHI",1969-11-10,2
"PHI",1972-09-21,2
"SOM",1969-10-20,-7
"SOM",1978-12-29,-7
"SUD",1969-05-24,-6
"SUD",1971-05-14,-6
"THI",1969-02-09,2
"THI",1971-11-15,2
"UGA",1969-12-18,-7
"UGA",1971-01-23,-7
"VEN",1969-03-25,9
"VEN",1992-02-01,9
"BEL",1970-05-27,10
"BEL",2007-06-07,10
"BOL",1970-10-05,-5
"BOL",1971-08-20,-5
"CAM",1970-03-17,0
"CAM",1972-06-30,0
"ECU",1970-06-20,0
"ECU",1972-02-13,0
"GHA",1970-07-29,4
"GHA",1972-01-11,4
"GUA",1970-02-28,1
"GUA",1974-03-01,1
"LEB",1970-08-16,3
"LEB",1975-05-23,3
"SYR",1970-11-12,-9
"SYR",2000-07-14,-9
"YPR",1970-11-29,-6
"YPR",1974-06-28,-6
"LUX",1970-05-27,10
"LUX",2007-06-07,10
"BOL",1971-08-21,-7
"BOL",1978-11-22,-7
"HAI",1971-04-20,-9
"HAI",1979-07-02,-9
"HON",1971-03-27,0
"HON",1972-12-02,0
"KUW",1971-01-22,-8
"KUW",1976-08-27,-8
"MAL",1971-02-18,4
"MAL",1996-10-09,4
"QAT",1971-09-01,-10
"QAT",2012-12-28,-10
"SIE",1971-04-18,-6
"SIE",1978-06-10,-6
"SUD",1971-05-15,-7
"SUD",1973-05-05,-7
"THI",1971-11-16,-7
"THI",1973-10-12,-7
"TUR",1971-04-25,-2
"TUR",1973-10-12,-2
"UAE",1971-11-30,-8
"UAE",2012-12-28,-8
"UGA",1971-01-24,-7
"UGA",1979-01-24,-7
"BNG",1972-04-16,8
"BNG",1974-12-25,8
"CAM",1972-07-01,-5
"CAM",1975-04-15,-5
"ECU",1972-02-14,-5
"ECU",1979-08-07,-5
"GHA",1972-01-12,-7
"HON",1972-12-03,-1
"HON",1980-07-23,-1
"PAK",1971-12-30,0
"PAK",1973-08-11,0
"PHI",1972-09-22,-9
"PHI",1981-01-15,-9
"ROK",1972-10-16,-9
"ROK",1973-02-25,-9
"ZAM",1972-12-07,-9
"ZAM",1991-10-29,-9
"AFG",1973-07-16,-7
"AFG",1976-12-29,-7
"ARG",1973-03-10,6
"ARG",1976-03-22,6
"CHA",1973-08-26,-8
"CHA",1975-04-11,-8
"CHL",1973-09-10,-7
"CHL",1981-03-08,-7
"PAK",1973-08-12,8
"PAK",1977-07-03,8
"ROK",1973-02-26,-8
"ROK",1981-03-01,-8
"RVN",1973-03-28,0
"RVN",1975-12-29,0
"RWA",1973-07-04,-7
"RWA",1991-06-08,-7
"SUD",1973-05-06,-6
"SUD",1985-04-04,-6
"THI",1973-10-13,0
"THI",1974-10-05,0
"TUR",1973-10-13,9
"TUR",1980-09-10,9
"BNG",1974-12-26,-2
"BNG",1975-11-05,-2
"BRA",1974-01-14,-4
"BRA",1982-11-13,-4
"COL",1974-08-06,8
"COL",1991-07-03,8
"ETH",1974-09-11,0
"ETH",1975-03-19,0
"GRC",1974-07-22,0
"GRC",1975-06-05,0
"GUA",1974-03-02,-3
"GUA",1978-03-03,-3
"JOR",1974-11-08,-10
"JOR",1984-01-08,-10
"LAO",1974-04-03,0
"LAO",1960-11-30,0
"MYA",1974-02-28,-9
"MYA",1988-09-16,-9
"POR",1974-04-23,0
"POR",1976-04-23,0
"SEN",1974-07-30,-6
"SEN",1978-09-17,-6
"THI",1974-10-06,3
"THI",1976-10-04,3
"USA",1974-08-08,10
"USA",2016-11-05,10
"YAR",1974-06-12,-4
"YAR",1977-10-09,-4
"YPR",1974-06-29,-7
"YPR",1978-12-25,-7
"ANG",1975-11-09,-7
"ANG",1991-03-03,-7
"BNG",1975-11-06,-7
"BNG",1978-12-22,-7
"CAM",1975-04-16,0
"CAM",1976-03-28,0
"CHA",1975-04-12,-7
"CHA",1978-08-26,-7
"ETH",1975-03-20,-7
"ETH",1984-09-08,-7
"GRC",1975-06-06,8
"GRC",1986-03-05,8
"IND",1975-06-24,6
"IND",1977-03-21,6
"LAO",1975-12-01,-7
"LAO",2012-12-28,-7
"LEB",1975-05-24,0
"LEB",1990-09-19,0
"PNG",1975-09-14,4
"PNG",2012-08-06,4
"SPN",1975-11-21,0
"SPN",1978-12-27,0
"TAW",1975-04-04,-7
"TAW",1987-07-12,-7
"ARG",1976-03-23,-9
"ARG",1981-03-27,-9
"CAM",1976-03-29,-7
"CAM",1979-01-05,-7
"CHN",1976-09-08,-7
"CHN",2012-12-28,-7
"EGY",1976-10-26,-6
"EGY",2005-02-24,-6
"KUW",1976-08-28,-10
"KUW",1981-02-21,-10
"POR",1976-04-24,9
"POR",1982-10-28,9
"THI",1976-10-05,-7
"THI",1977-11-18,-7
"AFG",1976-12-30,-7
"AFG",1978-04-14,-7
"CUB",1976-12-30,-7
"CUB",2006-07-28,-7
"IND",1977-03-22,8
"IND",1998-03-16,8
"LIB",1976-12-30,-7
"LIB",1998-12-29,-7
"MEX",1977-08-31,-3
"MEX",1988-07-11,-3
"MOR",1977-06-02,-8
"MOR",1992-09-02,-8
"PAK",1977-07-04,-7
"PAK",1985-03-08,-7
"PER",1977-02-03,-7
"PER",1978-06-16,-7
"ROM",1977-01-24,-8
"ROM",1989-12-24,-8
"SAL",1977-02-26,-6
"SAL",1979-10-13,-6
"THI",1977-11-19,0
"THI",1978-12-16,0
"TUN",1977-10-14,-8
"TUN",1987-11-04,-8
"YAR",1977-10-10,-6
"YAR",1988-06-28,-6
"AFG",1978-04-15,0
"AFG",1979-12-25,0
"BNG",1978-12-23,-4
"BNG",1982-03-22,-4
"BOL",1978-11-23,-4
"BOL",1980-07-15,-4
"CHA",1978-08-27,0
"CHA",1979-02-09,0
"DOM",1978-08-14,5
"DOM",1996-08-13,5
"GHA",1978-07-04,-1
"GHA",1978-12-30,-1
"GUA",1978-03-04,-5
"GUA",1982-03-21,-5
"NIG",1978-09-20,0
"NIG",1979-09-29,0
"PAN",1978-10-04,-6
"PAN",1982-03-01,-6
"PER",1978-06-17,0
"PER",1980-07-25,0
"SEN",1978-09-18,-2
"SEN",1980-12-30,-2
"SIE",1978-06-11,-7
"SIE",1991-09-21,-7
"SPN",1978-12-28,9
"SPN",1982-06-28,9
"THI",1978-12-17,2
"THI",1988-07-22,2
"YPR",1978-12-26,-8
"YPR",1986-02-04,-8
"AFG",1979-12-26,0
"AFG",1989-02-01,0
"CAM",1979-01-06,0
"CAM",1989-09-24,0
"CHA",1979-02-10,0
"CHA",1985-12-21,0
"CON",1979-02-04,-8
"CON",1991-03-08,-8
"ECU",1979-08-08,9
"ECU",2000-01-18,9
"GHA",1978-12-31,-5
"GHA",1978-07-03,-5
"GHA",1979-09-23,5
"GHA",1981-12-29,5
"HAI",1979-07-03,-8
"HAI",1986-02-05,-8
"IRN",1979-01-16,0
"IRN",1979-03-13,0
"IRN",1979-03-14,0
"IRN",1979-11-30,0
"IRN",1979-12-01,-6
"IRN",1997-08-01,-6
"IRQ",1979-07-15,-9
"IRQ",2003-04-07,-9
"KEN",1979-11-06,-6
"KEN",1982-06-07,-6
"NIC",1979-06-01,0
"NIC",1979-07-17,0
"NIC",1979-07-18,-3
"NIC",1981-03-01,-3
"NIG",1979-09-30,7
"NIG",1983-12-30,7
"SAL",1979-10-14,0
"SAL",1984-05-29,0
"SOM",1978-12-30,-7
"SOM",1991-01-25,-7
"UGA",1979-01-25,0
"UGA",1980-12-13,0
"BOL",1980-07-16,-7
"BOL",1982-10-08,-7
"HON",1980-07-24,0
"HON",1982-01-25,0
"LBR",1980-04-11,-7
"LBR",1984-07-01,-7
"PER",1980-07-26,7
"PER",1990-07-25,7
"POL",1980-08-29,-6
"POL",1981-12-11,-6
"TUR",1980-09-11,-5
"TUR",1983-11-04,-5
"UGA",1980-12-14,3
"UGA",1985-07-27,3
"YUG",1980-05-03,-5
"YUG",1990-01-18,-5
"ZIM",1980-04-16,4
"ZIM",1983-03-06,4
"ARG",1981-03-28,-8
"ARG",1983-10-28,-8
"CHL",1981-03-09,-7
"CHL",1983-08-04,-7
"ISR",1981-10-30,6
"ISR",2012-12-28,6
"KUW",1981-02-22,-8
"KUW",1986-07-01,-8
"NIC",1981-03-02,-5
"NIC",1984-02-19,-5
"PHI",1981-01-16,-8
"PHI",1982-06-28,-8
"POL",1981-12-12,-8
"POL",1983-07-19,-8
"ROK",1981-03-02,-5
"ROK",1987-06-27,-5
"SEN",1980-12-31,-1
"SEN",2000-03-17,-1
"BNG",1982-03-23,-7
"BNG",1986-11-08,-7
"BOL",1982-10-09,7
"BOL",1985-08-04,7
"BRA",1982-11-14,-3
"BRA",1985-01-13,-3
"GHA",1981-12-30,-7
"GHA",1991-05-08,-7
"GUA",1982-03-22,-7
"GUA",1984-06-29,-7
"HON",1982-01-26,6
"HON",1985-11-22,6
"KEN",1982-06-08,-7
"KEN",1991-12-01,-7
"PAN",1982-03-02,-5
"PAN",1984-05-04,-5
"PHI",1982-06-29,-7
"PHI",1983-08-19,-7
"POR",1982-10-29,10
"POR",2012-12-28,10
"SPN",1982-06-29,10
"SPN",2012-12-28,10
"ARG",1983-10-29,8
"ARG",1989-05-12,8
"CHL",1983-08-05,-6
"CHL",1988-10-03,-6
"PHI",1983-08-20,-6
"PHI",1986-02-23,-6
"POL",1983-07-20,-7
"POL",1987-11-23,-7
"TUR",1983-11-05,7
"TUR",1989-11-07,7
"ZIM",1983-03-07,1
"ZIM",1987-12-20,1
"ETH",1984-09-09,-8
"ETH",1991-05-22,-8
"GUA",1984-06-30,-6
"GUA",1985-05-29,-6
"GUI",1984-04-01,-7
"GUI",1991-01-13,-7
"JOR",1984-01-09,-9
"JOR",1989-11-06,-9
"LBR",1984-07-02,-6
"LBR",1985-12-29,-6
"NIC",1984-02-20,-1
"NIC",1990-04-22,-1
"NIG",1983-12-31,-7
"NIG",1989-05-01,-7
"PAN",1984-05-05,-6
"PAN",1987-06-09,-6
"SAL",1984-05-30,6
"SAL",1994-03-21,6
"BOL",1985-08-05,9
"BOL",2003-02-09,9
"BRA",1985-01-14,7
"BRA",1988-10-03,7
"CHA",1985-12-22,-7
"CHA",1990-11-29,-7
"GUA",1985-05-30,0
"GUA",1986-01-12,0
"HON",1985-11-23,5
"HON",1989-11-24,5
"PAK",1985-03-09,-4
"PAK",1988-11-14,-4
"SUD",1985-04-05,-3
"SUD",1986-05-03,-3
"UGA",1985-07-28,0
"UGA",1986-01-24,0
"BNG",1986-11-09,-5
"BNG",1991-09-16,-5
"FRN",1986-03-18,10
"FRN",2012-12-28,10
"GRC",1986-03-06,10
"GRC",2012-12-28,10
"GUA",1986-01-13,3
"GUA",1996-01-13,3
"HAI",1986-02-06,0
"HAI",1991-09-28,0
"KUW",1986-07-02,-10
"KUW",1990-06-08,-10
"LBR",1985-12-30,-6
"LBR",1990-09-14,-6
"PHI",1986-02-24,0
"PHI",1987-01-31,0
"SUD",1986-05-04,7
"SUD",1989-06-28,7
"UGA",1986-01-25,-7
"UGA",1993-02-14,-7
"YPR",1986-02-05,-7
"YPR",1990-05-19,-7
"PAN",1987-06-10,-8
"PAN",1989-12-18,-8
"PHI",1987-02-01,8
"PHI",1991-12-29,8
"POL",1987-11-24,-6
"POL",1989-02-04,-6
"ROK",1987-06-28,0
"ROK",1988-02-23,0
"TAW",1987-07-13,-1
"TAW",1992-12-17,-1
"TUN",1987-11-05,-6
"TUN",1993-09-15,-6
"ZIM",1987-12-21,-6
"ZIM",1999-09-08,-6
"BRA",1988-10-04,8
"BRA",2012-12-28,8
"CHL",1988-10-04,-1
"CHL",1989-12-13,-1
"HUN",1988-05-21,-2
"HUN",1989-10-21,-2
"MEX",1988-07-12,0
"MEX",1994-08-13,0
"MYA",1988-09-17,-4
"MYA",1990-05-25,-4
"PAK",1988-11-15,8
"PAK",1997-02-13,8
"ROK",1988-02-24,6
"ROK",1998-02-23,6
"THI",1988-07-23,3
"THI",1991-02-21,3
"YAR",1988-06-29,-5
"YAR",1990-05-19,-5
"AFG",1989-02-02,-8
"AFG",1992-04-14,-8
"ALG",1989-02-22,-2
"ALG",1992-01-11,-2
"ARG",1989-05-13,7
"ARG",1989-12-29,7
"BUL",1989-11-09,1
"BUL",1990-07-29,1
"CAM",1989-09-25,0
"CAM",1993-09-22,0
"CHL",1989-12-14,8
"CHL",2000-03-08,8
"CZE",1989-12-08,-2
"CZE",1990-06-06,-2
"GDR",1989-11-23,0
"GDR",1990-09-30,0
"HON",1989-11-25,6
"HON",1999-01-24,6
"HUN",1989-10-22,0
"HUN",1990-01-31,0
"JOR",1989-11-07,-4
"JOR",1992-08-29,-4
"NIG",1989-05-02,-5
"NIG",1993-06-21,-5
"PAN",1989-12-19,8
"PAN",1994-08-29,8
"PAR",1989-04-30,2
"PAR",1992-06-20,2
"POL",1989-02-05,5
"POL",1991-06-29,5
"ROM",1989-12-25,0
"ROM",1990-06-17,0
"SUD",1989-06-29,-7
"SUD",1998-12-29,-7
"TUR",1989-11-08,9
"TUR",1993-07-03,9
"ALB",1990-12-10,1
"ALB",1991-06-09,1
"ARG",1989-12-30,7
"ARG",1999-12-07,7
"BUL",1990-07-30,7
"BUL",1992-01-16,7
"CHA",1990-11-30,-3
"CHA",1993-04-06,-3
"CZE",1990-06-07,7
"CZE",1992-12-29,7
"GMY",1990-09-30,10
"GMY",2012-12-28,10
"HUN",1990-02-01,10
"HUN",2012-12-28,10
"KUW",1990-06-09,0
"KUW",1991-04-18,0
"LBR",1990-09-15,0
"LBR",1996-08-15,0
"LEB",1990-09-20,0
"LEB",2005-04-24,0
"MYA",1990-05-26,-5
"MYA",2004-10-17,-5
"NIC",1990-04-23,6
"NIC",1995-07-03,6
"PER",1990-07-26,8
"PER",1992-04-03,8
"ROM",1990-06-18,5
"ROM",1996-11-26,5
"SAF",1990-02-01,5
"SAF",1992-10-24,5
"YUG",1990-01-19,-5
"YUG",1991-06-29,-5
"DRC",1990-11-22,-8
"DRC",1992-12-04,-8
"ALB",1991-06-10,0
"ALB",1992-04-03,0
"ANG",1991-03-04,0
"ANG",1992-05-14,0
"BNG",1991-09-17,6
"BNG",2007-01-08,6
"CEN",1991-10-28,-6
"CEN",1993-08-20,-6
"COL",1991-07-04,9
"COL",1995-11-02,9
"CON",1991-03-09,0
"CON",1992-03-13,0
"CRO",1991-06-23,-3
"CRO",1995-11-09,-3
"EST",1991-09-04,6
"EST",1999-03-04,6
"ETH",1991-05-23,0
"ETH",1993-05-21,0
"GHA",1991-05-09,-4
"GHA",1992-11-01,-4
"GUI",1991-01-14,-5
"GUI",1995-06-09,-5
"HAI",1991-09-29,-7
"HAI",1994-10-12,-7
"KEN",1991-12-02,-5
"KEN",1997-11-04,-5
"KUW",1991-04-19,-9
"KUW",1992-10-03,-9
"KYR",1991-08-29,-3
"KYR",2005-08-11,-3
"LIT",1991-09-04,10
"LIT",2012-12-28,10
"POL",1991-06-30,8
"POL",1995-12-21,8
"RWA",1991-06-09,-7
"RWA",1994-04-04,-7
"SIE",1991-09-22,-6
"SIE",1992-04-27,-6
"SOM",1991-01-26,0
"SOM",2011-08-04,0
"TAJ",1991-09-07,-2
"TAJ",1992-11-08,-2
"THI",1991-02-22,-1
"THI",1992-09-11,-1
"UZB",1991-08-29,-9
"UZB",2012-12-28,-9
"ZAM",1991-10-30,6
"ZAM",1996-11-16,6
"AFG",1992-04-15,0
"AFG",1996-09-24,0
"ALB",1992-04-04,5
"ALB",1996-05-24,5
"ALG",1992-01-12,-7
"ALG",1995-11-14,-7
"ANG",1992-05-15,0
