"date","actor1","actor2","alliance"
1816-01-01,"UKG","POR",1
1816-01-01,"GMY","AUH",1
1850-01-01,"GMY","AUH",1
1816-01-01,"UKG","GMY",1
1816-01-01,"UKG","AUH",1
1816-01-01,"UKG","RUS",1
1816-01-01,"GMY","RUS",1
1816-01-01,"AUH","RUS",1
1816-01-01,"NTH","SPN",1
1831-01-01,"AUH","ITA",1
1832-01-01,"UKG","FRN",1
1833-01-01,"GMY","AUH",1
1833-01-01,"GMY","RUS",1
1833-01-01,"AUH","RUS",1
1833-01-01,"RUS","TUR",1
1834-01-01,"UKG","FRN",1
1834-01-01,"UKG","SPN",1
1834-01-01,"UKG","POR",1
1834-01-01,"SPN","POR",1
1840-01-01,"UKG","GMY",1
1840-01-01,"UKG","AUH",1
1840-01-01,"UKG","RUS",1
1840-01-01,"UKG","TUR",1
1840-01-01,"GMY","AUH",1
1840-01-01,"GMY","RUS",1
1840-01-01,"GMY","TUR",1
1840-01-01,"AUH","RUS",1
1840-01-01,"AUH","TUR",1
1840-01-01,"RUS","TUR",1
1847-01-01,"UKG","FRN",1
1847-01-01,"UKG","SPN",1
1847-01-01,"UKG","POR",1
1847-01-01,"FRN","SPN",1
1847-01-01,"FRN","POR",1
1847-01-01,"SPN","POR",1
1851-01-01,"GMY","AUH",1
1854-01-01,"UKG","FRN",1
1855-01-01,"UKG","ITA",1
1854-01-01,"UKG","TUR",1
1855-01-01,"FRN","ITA",1
1854-01-01,"FRN","TUR",1
1855-01-01,"ITA","TUR",1
1854-01-01,"GMY","AUH",1
1854-01-01,"AUH","TUR",1
1854-01-01,"UKG","AUH",1
1854-01-01,"FRN","AUH",1
1855-01-01,"UKG","FRN",1
1856-01-01,"UKG","FRN",1
1856-01-01,"UKG","AUH",1
1856-01-01,"FRN","AUH",1
1859-01-01,"BRA","ARG",1
1859-01-01,"FRN","ITA",1
1860-01-01,"ECU","PER",1
1863-01-01,"GMY","RUS",1
1863-01-01,"PER","BOL",1
1864-01-01,"COL","ECU",1
1864-01-01,"GMY","AUH",1
1865-01-01,"BRA","ARG",1
1866-01-01,"ECU","PER",1
1866-01-01,"ECU","BOL",1
1866-01-01,"ECU","CHL",1
1866-01-01,"PER","BOL",1
1865-01-01,"PER","CHL",1
1866-01-01,"BOL","CHL",1
1866-01-01,"GMY","ITA",1
1873-01-01,"PER","BOL",1
1873-01-01,"GMY","RUS",1
1878-01-01,"UKG","TUR",1
1879-01-01,"GMY","AUH",1
1882-01-01,"GMY","AUH",1
1882-01-01,"GMY","ITA",1
1882-01-01,"AUH","ITA",1
1883-01-01,"GMY","AUH",1
1888-01-01,"GMY","ITA",1
1883-01-01,"GMY","ROM",1
1888-01-01,"AUH","ITA",1
1883-01-01,"AUH","ROM",1
1893-01-01,"FRN","RUS",1
1896-01-01,"RUS","CHN",1
1902-01-01,"UKG","JPN",1
1908-01-01,"YUG","BUL",1
1905-01-01,"GMY","RUS",1
1912-01-01,"YUG","BUL",1
1912-01-01,"GRC","BUL",1
1913-01-01,"YUG","GRC",1
1914-01-01,"GMY","TUR",1
1914-01-01,"BUL","TUR",1
1914-01-01,"AUH","BUL",1
1914-01-01,"GMY","BUL",1
1915-01-01,"UKG","FRN",1
1915-01-01,"UKG","ITA",1
1915-01-01,"UKG","RUS",1
1915-01-01,"FRN","ITA",1
1915-01-01,"FRN","RUS",1
1915-01-01,"ITA","RUS",1
1915-01-01,"GMY","AUH",1
1915-01-01,"GMY","BUL",1
1915-01-01,"AUH","BUL",1
1916-01-01,"RUS","JPN",1
1916-01-01,"UKG","FRN",1
1916-01-01,"UKG","ITA",1
1916-01-01,"UKG","ROM",1
1916-01-01,"UKG","RUS",1
1916-01-01,"FRN","ITA",1
1916-01-01,"FRN","ROM",1
1916-01-01,"FRN","RUS",1
1916-01-01,"ITA","ROM",1
1916-01-01,"ITA","RUS",1
1920-01-01,"CZE","YUG",1
1920-01-01,"BEL","FRN",1
1921-01-01,"FRN","POL",1
1921-01-01,"RUS","IRN",1
1921-01-01,"TUR","AFG",1
1921-01-01,"POL","ROM",1
1921-01-01,"CZE","ROM",1
1921-01-01,"YUG","ROM",1
1925-01-01,"UKG","BEL",1
1925-01-01,"UKG","FRN",1
1925-01-01,"UKG","GMY",1
1925-01-01,"UKG","ITA",1
1925-01-01,"BEL","FRN",1
1925-01-01,"BEL","GMY",1
1925-01-01,"BEL","ITA",1
1925-01-01,"FRN","GMY",1
1925-01-01,"FRN","ITA",1
1925-01-01,"GMY","ITA",1
1925-01-01,"FRN","POL",1
1925-01-01,"FRN","CZE",1
1927-01-01,"ITA","ALB",1
1932-01-01,"UKG","IRQ",1
1934-01-01,"YUG","GRC",1
1934-01-01,"YUG","ROM",1
1934-01-01,"YUG","TUR",1
1934-01-01,"GRC","ROM",1
1934-01-01,"GRC","TUR",1
1934-01-01,"ROM","TUR",1
1935-01-01,"FRN","RUS",1
1935-01-01,"CZE","RUS",1
1945-01-01,"CZE","RUS",1
1937-01-01,"UKG","EGY",1
1937-01-01,"UKG","FRN",1
1937-01-01,"UKG","YUG",1
1937-01-01,"UKG","GRC",1
1937-01-01,"UKG","BUL",1
1937-01-01,"UKG","ROM",1
1937-01-01,"UKG","RUS",1
1937-01-01,"UKG","TUR",1
1937-01-01,"FRN","YUG",1
1937-01-01,"FRN","GRC",1
1937-01-01,"FRN","BUL",1
1937-01-01,"FRN","ROM",1
1937-01-01,"FRN","RUS",1
1937-01-01,"FRN","TUR",1
1937-01-01,"FRN","EGY",1
1937-01-01,"YUG","GRC",1
1937-01-01,"YUG","BUL",1
1937-01-01,"YUG","ROM",1
1937-01-01,"YUG","RUS",1
1937-01-01,"YUG","TUR",1
1937-01-01,"YUG","EGY",1
1937-01-01,"GRC","BUL",1
1937-01-01,"GRC","ROM",1
1937-01-01,"GRC","RUS",1
1937-01-01,"GRC","TUR",1
1937-01-01,"GRC","EGY",1
1937-01-01,"BUL","ROM",1
1937-01-01,"BUL","RUS",1
1937-01-01,"BUL","TUR",1
1937-01-01,"BUL","EGY",1
1937-01-01,"ROM","RUS",1
1937-01-01,"ROM","TUR",1
1937-01-01,"ROM","EGY",1
1937-01-01,"RUS","TUR",1
1937-01-01,"RUS","EGY",1
1937-01-01,"TUR","EGY",1
1939-01-01,"UKG","POL",1
1939-01-01,"GMY","ITA",1
1939-01-01,"FRN","TUR",1
1939-01-01,"RUS","EST",1
1939-01-01,"RUS","LIT",1
1939-01-01,"UKG","FRN",1
1939-01-01,"UKG","TUR",1
1940-01-01,"GMY","HUN",1
1940-01-01,"GMY","ITA",1
1941-01-01,"GMY","BUL",1
1940-01-01,"GMY","ROM",1
1940-01-01,"GMY","JPN",1
1940-01-01,"HUN","ITA",1
1941-01-01,"HUN","BUL",1
1940-01-01,"HUN","ROM",1
1940-01-01,"HUN","JPN",1
1941-01-01,"ITA","BUL",1
1940-01-01,"ITA","ROM",1
1940-01-01,"ITA","JPN",1
1941-01-01,"BUL","ROM",1
1941-01-01,"BUL","JPN",1
1940-01-01,"ROM","JPN",1
1941-01-01,"UKG","RUS",1
1941-01-01,"JPN","THI",1
1942-01-01,"UKG","RUS",1
1942-01-01,"UKG","IRN",1
1942-01-01,"RUS","IRN",1
1944-01-01,"AUL","NEW",1
1944-01-01,"FRN","RUS",1
1945-01-01,"USA","CUB",1
1945-01-01,"USA","HAI",1
1945-01-01,"USA","DOM",1
1945-01-01,"USA","MEX",1
1945-01-01,"USA","GUA",1
1945-01-01,"USA","HON",1
1945-01-01,"USA","NIC",1
1945-01-01,"USA","COS",1
1945-01-01,"USA","PAN",1
1945-01-01,"USA","COL",1
1945-01-01,"USA","VEN",1
1945-01-01,"USA","ECU",1
1945-01-01,"USA","PER",1
1945-01-01,"USA","BRA",1
1945-01-01,"USA","BOL",1
1945-01-01,"USA","PAR",1
1945-01-01,"USA","CHL",1
1945-01-01,"USA","ARG",1
1945-01-01,"CUB","HAI",1
1945-01-01,"CUB","DOM",1
1945-01-01,"CUB","MEX",1
1945-01-01,"CUB","GUA",1
1945-01-01,"CUB","HON",1
1945-01-01,"CUB","NIC",1
1945-01-01,"CUB","COS",1
1945-01-01,"CUB","PAN",1
1945-01-01,"CUB","COL",1
1945-01-01,"CUB","VEN",1
1945-01-01,"CUB","ECU",1
1945-01-01,"CUB","PER",1
1945-01-01,"CUB","BRA",1
1945-01-01,"CUB","BOL",1
1945-01-01,"CUB","PAR",1
1945-01-01,"CUB","CHL",1
1945-01-01,"CUB","ARG",1
1945-01-01,"HAI","DOM",1
1945-01-01,"HAI","MEX",1
1945-01-01,"HAI","GUA",1
1945-01-01,"HAI","HON",1
1945-01-01,"HAI","NIC",1
1945-01-01,"HAI","COS",1
1945-01-01,"HAI","PAN",1
1945-01-01,"HAI","COL",1
1945-01-01,"HAI","VEN",1
1945-01-01,"HAI","ECU",1
1945-01-01,"HAI","PER",1
1945-01-01,"HAI","BRA",1
1945-01-01,"HAI","BOL",1
1945-01-01,"HAI","PAR",1
1945-01-01,"HAI","CHL",1
1945-01-01,"HAI","ARG",1
1945-01-01,"DOM","MEX",1
1945-01-01,"DOM","GUA",1
1945-01-01,"DOM","HON",1
1945-01-01,"DOM","NIC",1
1945-01-01,"DOM","COS",1
1945-01-01,"DOM","PAN",1
1945-01-01,"DOM","COL",1
1945-01-01,"DOM","VEN",1
1945-01-01,"DOM","ECU",1
1945-01-01,"DOM","PER",1
1945-01-01,"DOM","BRA",1
1945-01-01,"DOM","BOL",1
1945-01-01,"DOM","PAR",1
1945-01-01,"DOM","CHL",1
1945-01-01,"DOM","ARG",1
1945-01-01,"MEX","GUA",1
1945-01-01,"MEX","HON",1
1945-01-01,"MEX","NIC",1
1945-01-01,"MEX","COS",1
1945-01-01,"MEX","PAN",1
1945-01-01,"MEX","COL",1
1945-01-01,"MEX","VEN",1
1945-01-01,"MEX","ECU",1
1945-01-01,"MEX","PER",1
1945-01-01,"MEX","BRA",1
1945-01-01,"MEX","BOL",1
1945-01-01,"MEX","PAR",1
1945-01-01,"MEX","CHL",1
1945-01-01,"MEX","ARG",1
1945-01-01,"GUA","HON",1
1945-01-01,"GUA","NIC",1
1945-01-01,"GUA","COS",1
1945-01-01,"GUA","PAN",1
1945-01-01,"GUA","COL",1
1945-01-01,"GUA","VEN",1
1945-01-01,"GUA","ECU",1
1945-01-01,"GUA","PER",1
1945-01-01,"GUA","BRA",1
1945-01-01,"GUA","BOL",1
1945-01-01,"GUA","PAR",1
1945-01-01,"GUA","CHL",1
1945-01-01,"GUA","ARG",1
1945-01-01,"HON","NIC",1
1945-01-01,"HON","COS",1
1945-01-01,"HON","PAN",1
1945-01-01,"HON","COL",1
1945-01-01,"HON","VEN",1
1945-01-01,"HON","ECU",1
1945-01-01,"HON","PER",1
1945-01-01,"HON","BRA",1
1945-01-01,"HON","BOL",1
1945-01-01,"HON","PAR",1
1945-01-01,"HON","CHL",1
1945-01-01,"HON","ARG",1
1945-01-01,"NIC","COS",1
1945-01-01,"NIC","PAN",1
1945-01-01,"NIC","COL",1
1945-01-01,"NIC","VEN",1
1945-01-01,"NIC","ECU",1
1945-01-01,"NIC","PER",1
1945-01-01,"NIC","BRA",1
1945-01-01,"NIC","BOL",1
1945-01-01,"NIC","PAR",1
1945-01-01,"NIC","CHL",1
1945-01-01,"NIC","ARG",1
1945-01-01,"COS","PAN",1
1945-01-01,"COS","COL",1
1945-01-01,"COS","VEN",1
1945-01-01,"COS","ECU",1
1945-01-01,"COS","PER",1
1945-01-01,"COS","BRA",1
1945-01-01,"COS","BOL",1
1945-01-01,"COS","PAR",1
1945-01-01,"COS","CHL",1
1945-01-01,"COS","ARG",1
1945-01-01,"PAN","COL",1
1945-01-01,"PAN","VEN",1
1945-01-01,"PAN","ECU",1
1945-01-01,"PAN","PER",1
1945-01-01,"PAN","BRA",1
1945-01-01,"PAN","BOL",1
1945-01-01,"PAN","PAR",1
1945-01-01,"PAN","CHL",1
1945-01-01,"PAN","ARG",1
1945-01-01,"COL","VEN",1
1945-01-01,"COL","ECU",1
1945-01-01,"COL","PER",1
1945-01-01,"COL","BRA",1
1945-01-01,"COL","BOL",1
1945-01-01,"COL","PAR",1
1945-01-01,"COL","CHL",1
1945-01-01,"COL","ARG",1
1945-01-01,"VEN","ECU",1
1945-01-01,"VEN","PER",1
1945-01-01,"VEN","BRA",1
1945-01-01,"VEN","BOL",1
1945-01-01,"VEN","PAR",1
1945-01-01,"VEN","CHL",1
1945-01-01,"VEN","ARG",1
1945-01-01,"ECU","PER",1
1945-01-01,"ECU","BRA",1
1945-01-01,"ECU","BOL",1
1945-01-01,"ECU","PAR",1
1945-01-01,"ECU","CHL",1
1945-01-01,"ECU","ARG",1
1945-01-01,"PER","BRA",1
1945-01-01,"PER","BOL",1
1945-01-01,"PER","PAR",1
1945-01-01,"PER","CHL",1
1945-01-01,"PER","ARG",1
1945-01-01,"BRA","BOL",1
1945-01-01,"BRA","PAR",1
1945-01-01,"BRA","CHL",1
1945-01-01,"BRA","ARG",1
1945-01-01,"BOL","PAR",1
1945-01-01,"BOL","CHL",1
1945-01-01,"BOL","ARG",1
1945-01-01,"PAR","CHL",1
1945-01-01,"PAR","ARG",1
1945-01-01,"CHL","ARG",1
1945-01-01,"YUG","RUS",1
1945-01-01,"POL","RUS",1
1945-01-01,"RUS","CHN",1
1946-01-01,"POL","YUG",1
1946-01-01,"UKG","JOR",1
1946-01-01,"CZE","YUG",1
1946-01-01,"ALB","YUG",1
1947-01-01,"UKG","FRN",1
1947-01-01,"POL","CZE",1
1989-01-01,"USA","CAN",1
1947-01-01,"USA","CUB",1
1947-01-01,"USA","HAI",1
1947-01-01,"USA","DOM",1
1947-01-01,"USA","MEX",1
1947-01-01,"USA","GUA",1
1947-01-01,"USA","HON",1
1947-01-01,"USA","SAL",1
1947-01-01,"USA","NIC",1
1947-01-01,"USA","COS",1
1947-01-01,"USA","PAN",1
1947-01-01,"USA","COL",1
1947-01-01,"USA","VEN",1
1947-01-01,"USA","ECU",1
1947-01-01,"USA","PER",1
1947-01-01,"USA","BRA",1
1947-01-01,"USA","BOL",1
1947-01-01,"USA","PAR",1
1947-01-01,"USA","CHL",1
1947-01-01,"USA","ARG",1
1989-01-01,"CAN","HAI",1
1989-01-01,"CAN","DOM",1
1989-01-01,"CAN","MEX",1
1989-01-01,"CAN","GUA",1
1989-01-01,"CAN","HON",1
1989-01-01,"CAN","SAL",1
1989-01-01,"CAN","NIC",1
1989-01-01,"CAN","COS",1
1989-01-01,"CAN","PAN",1
1989-01-01,"CAN","COL",1
1989-01-01,"CAN","VEN",1
1989-01-01,"CAN","ECU",1
1989-01-01,"CAN","PER",1
1989-01-01,"CAN","BRA",1
1989-01-01,"CAN","BOL",1
1989-01-01,"CAN","PAR",1
1989-01-01,"CAN","CHL",1
1989-01-01,"CAN","ARG",1
1947-01-01,"CUB","HAI",1
1947-01-01,"CUB","DOM",1
1947-01-01,"CUB","MEX",1
1947-01-01,"CUB","GUA",1
1947-01-01,"CUB","HON",1
1947-01-01,"CUB","SAL",1
1947-01-01,"CUB","NIC",1
1947-01-01,"CUB","COS",1
1947-01-01,"CUB","PAN",1
1947-01-01,"CUB","COL",1
1947-01-01,"CUB","VEN",1
1947-01-01,"CUB","ECU",1
1947-01-01,"CUB","PER",1
1947-01-01,"CUB","BRA",1
1947-01-01,"CUB","BOL",1
1947-01-01,"CUB","PAR",1
1947-01-01,"CUB","CHL",1
1947-01-01,"CUB","ARG",1
1947-01-01,"HAI","DOM",1
1947-01-01,"HAI","MEX",1
1947-01-01,"HAI","GUA",1
1947-01-01,"HAI","HON",1
1947-01-01,"HAI","SAL",1
1947-01-01,"HAI","NIC",1
1947-01-01,"HAI","COS",1
1947-01-01,"HAI","PAN",1
1947-01-01,"HAI","COL",1
1947-01-01,"HAI","VEN",1
1947-01-01,"HAI","ECU",1
1947-01-01,"HAI","PER",1
1947-01-01,"HAI","BRA",1
1947-01-01,"HAI","BOL",1
1947-01-01,"HAI","PAR",1
1947-01-01,"HAI","CHL",1
1947-01-01,"HAI","ARG",1
1947-01-01,"DOM","MEX",1
1947-01-01,"DOM","GUA",1
1947-01-01,"DOM","HON",1
1947-01-01,"DOM","SAL",1
1947-01-01,"DOM","NIC",1
1947-01-01,"DOM","COS",1
1947-01-01,"DOM","PAN",1
1947-01-01,"DOM","COL",1
1947-01-01,"DOM","VEN",1
1947-01-01,"DOM","ECU",1
1947-01-01,"DOM","PER",1
1947-01-01,"DOM","BRA",1
1947-01-01,"DOM","BOL",1
1947-01-01,"DOM","PAR",1
1947-01-01,"DOM","CHL",1
1947-01-01,"DOM","ARG",1
1947-01-01,"MEX","GUA",1
1947-01-01,"MEX","HON",1
1947-01-01,"MEX","SAL",1
1947-01-01,"MEX","NIC",1
1947-01-01,"MEX","COS",1
1947-01-01,"MEX","PAN",1
1947-01-01,"MEX","COL",1
1947-01-01,"MEX","VEN",1
1947-01-01,"MEX","ECU",1
1947-01-01,"MEX","PER",1
1947-01-01,"MEX","BRA",1
1947-01-01,"MEX","BOL",1
1947-01-01,"MEX","PAR",1
1947-01-01,"MEX","CHL",1
1947-01-01,"MEX","ARG",1
1947-01-01,"GUA","HON",1
1947-01-01,"GUA","SAL",1
1947-01-01,"GUA","NIC",1
1947-01-01,"GUA","COS",1
1947-01-01,"GUA","PAN",1
1947-01-01,"GUA","COL",1
1947-01-01,"GUA","VEN",1
1947-01-01,"GUA","ECU",1
1947-01-01,"GUA","PER",1
1947-01-01,"GUA","BRA",1
1947-01-01,"GUA","BOL",1
1947-01-01,"GUA","PAR",1
1947-01-01,"GUA","CHL",1
1947-01-01,"GUA","ARG",1
1947-01-01,"HON","SAL",1
1947-01-01,"HON","NIC",1
1947-01-01,"HON","COS",1
1947-01-01,"HON","PAN",1
1947-01-01,"HON","COL",1
1947-01-01,"HON","VEN",1
1947-01-01,"HON","ECU",1
1947-01-01,"HON","PER",1
1947-01-01,"HON","BRA",1
1947-01-01,"HON","BOL",1
1947-01-01,"HON","PAR",1
1947-01-01,"HON","CHL",1
1947-01-01,"HON","ARG",1
1947-01-01,"SAL","NIC",1
1947-01-01,"SAL","COS",1
1947-01-01,"SAL","PAN",1
1947-01-01,"SAL","COL",1
1947-01-01,"SAL","VEN",1
1947-01-01,"SAL","ECU",1
1947-01-01,"SAL","PER",1
1947-01-01,"SAL","BRA",1
1947-01-01,"SAL","BOL",1
1947-01-01,"SAL","PAR",1
1947-01-01,"SAL","CHL",1
1947-01-01,"SAL","ARG",1
1947-01-01,"NIC","COS",1
1947-01-01,"NIC","PAN",1
1947-01-01,"NIC","COL",1
1947-01-01,"NIC","VEN",1
1947-01-01,"NIC","ECU",1
1947-01-01,"NIC","PER",1
1947-01-01,"NIC","BRA",1
1947-01-01,"NIC","BOL",1
1947-01-01,"NIC","PAR",1
1947-01-01,"NIC","CHL",1
1947-01-01,"NIC","ARG",1
1947-01-01,"COS","PAN",1
1947-01-01,"COS","COL",1
1947-01-01,"COS","VEN",1
1947-01-01,"COS","ECU",1
1947-01-01,"COS","PER",1
1947-01-01,"COS","BRA",1
1947-01-01,"COS","BOL",1
1947-01-01,"COS","PAR",1
1947-01-01,"COS","CHL",1
1947-01-01,"COS","ARG",1
1947-01-01,"PAN","COL",1
1947-01-01,"PAN","VEN",1
1947-01-01,"PAN","ECU",1
1947-01-01,"PAN","PER",1
1947-01-01,"PAN","BRA",1
1947-01-01,"PAN","BOL",1
1947-01-01,"PAN","PAR",1
1947-01-01,"PAN","CHL",1
1947-01-01,"PAN","ARG",1
1947-01-01,"COL","VEN",1
1947-01-01,"COL","ECU",1
1947-01-01,"COL","PER",1
1947-01-01,"COL","BRA",1
1947-01-01,"COL","BOL",1
1947-01-01,"COL","PAR",1
1947-01-01,"COL","CHL",1
1947-01-01,"COL","ARG",1
1947-01-01,"VEN","ECU",1
1947-01-01,"VEN","PER",1
1947-01-01,"VEN","BRA",1
1947-01-01,"VEN","BOL",1
1947-01-01,"VEN","PAR",1
1947-01-01,"VEN","CHL",1
1947-01-01,"VEN","ARG",1
1947-01-01,"ECU","PER",1
1947-01-01,"ECU","BRA",1
1947-01-01,"ECU","BOL",1
1947-01-01,"ECU","PAR",1
1947-01-01,"ECU","CHL",1
1947-01-01,"ECU","ARG",1
1947-01-01,"PER","BRA",1
1947-01-01,"PER","BOL",1
1947-01-01,"PER","PAR",1
1947-01-01,"PER","CHL",1
1947-01-01,"PER","ARG",1
1947-01-01,"BRA","BOL",1
1947-01-01,"BRA","PAR",1
1947-01-01,"BRA","CHL",1
1947-01-01,"BRA","ARG",1
1947-01-01,"BOL","PAR",1
1947-01-01,"BOL","CHL",1
1947-01-01,"BOL","ARG",1
1947-01-01,"PAR","CHL",1
1947-01-01,"PAR","ARG",1
1947-01-01,"CHL","ARG",1
1947-01-01,"HUN","YUG",1
1947-01-01,"ALB","BUL",1
1947-01-01,"YUG","ROM",1
1970-01-01,"BUL","ROM",1
1948-01-01,"HUN","ROM",1
1948-01-01,"ROM","RUS",1
1948-01-01,"HUN","RUS",1
1948-01-01,"UKG","NTH",1
1948-01-01,"UKG","BEL",1
1948-01-01,"UKG","LUX",1
1948-01-01,"UKG","FRN",1
1988-01-01,"UKG","SPN",1
1988-01-01,"UKG","POR",1
1955-01-01,"UKG","GFR",1
1954-01-01,"UKG","ITA",1
1992-01-01,"UKG","GRC",1
1948-01-01,"NTH","BEL",1
1948-01-01,"NTH","LUX",1
1948-01-01,"NTH","FRN",1
1988-01-01,"NTH","SPN",1
1988-01-01,"NTH","POR",1
1955-01-01,"NTH","GFR",1
1954-01-01,"NTH","ITA",1
1992-01-01,"NTH","GRC",1
1948-01-01,"BEL","LUX",1
1948-01-01,"BEL","FRN",1
1988-01-01,"BEL","SPN",1
1988-01-01,"BEL","POR",1
1955-01-01,"BEL","GFR",1
1954-01-01,"BEL","ITA",1
1992-01-01,"BEL","GRC",1
1948-01-01,"LUX","FRN",1
1988-01-01,"LUX","SPN",1
1988-01-01,"LUX","POR",1
1955-01-01,"LUX","GFR",1
1954-01-01,"LUX","ITA",1
1992-01-01,"LUX","GRC",1
1988-01-01,"FRN","SPN",1
1988-01-01,"FRN","POR",1
1955-01-01,"FRN","GFR",1
1954-01-01,"FRN","ITA",1
1992-01-01,"FRN","GRC",1
1988-01-01,"SPN","POR",1
1988-01-01,"SPN","GFR",1
1988-01-01,"SPN","ITA",1
1992-01-01,"SPN","GRC",1
1988-01-01,"POR","GFR",1
1988-01-01,"POR","ITA",1
1992-01-01,"POR","GRC",1
1955-01-01,"GFR","ITA",1
1992-01-01,"GFR","GRC",1
1992-01-01,"ITA","GRC",1
1948-01-01,"BUL","RUS",1
1948-01-01,"RUS","FIN",1
1968-01-01,"CZE","BUL",1
1948-01-01,"POL","BUL",1
1948-01-01,"POL","HUN",1
1948-01-01,"HUN","BUL",1
1948-01-01,"CZE","ROM",1
1949-01-01,"POL","ROM",1
1949-01-01,"USA","CAN",1
1949-01-01,"USA","UKG",1
1949-01-01,"USA","NTH",1
1949-01-01,"USA","BEL",1
1949-01-01,"USA","LUX",1
1949-01-01,"USA","FRN",1
1981-01-01,"USA","SPN",1
1949-01-01,"USA","POR",1
1990-01-01,"USA","GMY",1
1954-01-01,"USA","GFR",1
1999-01-01,"USA","POL",1
1999-01-01,"USA","HUN",1
1949-01-01,"USA","ITA",1
1951-01-01,"USA","GRC",1
1949-01-01,"USA","NOR",1
1949-01-01,"USA","DEN",1
1951-01-01,"USA","TUR",1
1949-01-01,"CAN","UKG",1
1949-01-01,"CAN","NTH",1
1949-01-01,"CAN","BEL",1
1949-01-01,"CAN","LUX",1
1949-01-01,"CAN","FRN",1
1981-01-01,"CAN","SPN",1
1949-01-01,"CAN","POR",1
1990-01-01,"CAN","GMY",1
1954-01-01,"CAN","GFR",1
1999-01-01,"CAN","POL",1
1999-01-01,"CAN","HUN",1
1949-01-01,"CAN","ITA",1
1951-01-01,"CAN","GRC",1
1949-01-01,"CAN","NOR",1
1949-01-01,"CAN","DEN",1
1951-01-01,"CAN","TUR",1
1949-01-01,"UKG","NTH",1
1949-01-01,"UKG","BEL",1
1949-01-01,"UKG","LUX",1
1949-01-01,"UKG","FRN",1
1981-01-01,"UKG","SPN",1
1949-01-01,"UKG","POR",1
1990-01-01,"UKG","GMY",1
1954-01-01,"UKG","GFR",1
1999-01-01,"UKG","POL",1
1999-01-01,"UKG","HUN",1
1949-01-01,"UKG","ITA",1
1951-01-01,"UKG","GRC",1
1949-01-01,"UKG","NOR",1
1949-01-01,"UKG","DEN",1
1951-01-01,"UKG","TUR",1
1949-01-01,"NTH","BEL",1
1949-01-01,"NTH","LUX",1
1949-01-01,"NTH","FRN",1
1981-01-01,"NTH","SPN",1
1949-01-01,"NTH","POR",1
1990-01-01,"NTH","GMY",1
1954-01-01,"NTH","GFR",1
1999-01-01,"NTH","POL",1
1999-01-01,"NTH","HUN",1
1949-01-01,"NTH","ITA",1
1951-01-01,"NTH","GRC",1
1949-01-01,"NTH","NOR",1
1949-01-01,"NTH","DEN",1
1951-01-01,"NTH","TUR",1
1949-01-01,"BEL","LUX",1
1949-01-01,"BEL","FRN",1
1981-01-01,"BEL","SPN",1
1949-01-01,"BEL","POR",1
1990-01-01,"BEL","GMY",1
1954-01-01,"BEL","GFR",1
1999-01-01,"BEL","POL",1
1999-01-01,"BEL","HUN",1
1949-01-01,"BEL","ITA",1
1951-01-01,"BEL","GRC",1
1949-01-01,"BEL","NOR",1
1949-01-01,"BEL","DEN",1
1951-01-01,"BEL","TUR",1
1949-01-01,"LUX","FRN",1
1981-01-01,"LUX","SPN",1
1949-01-01,"LUX","POR",1
1990-01-01,"LUX","GMY",1
1954-01-01,"LUX","GFR",1
1999-01-01,"LUX","POL",1
1999-01-01,"LUX","HUN",1
1949-01-01,"LUX","ITA",1
1951-01-01,"LUX","GRC",1
1949-01-01,"LUX","NOR",1
1949-01-01,"LUX","DEN",1
1951-01-01,"LUX","TUR",1
1981-01-01,"FRN","SPN",1
1949-01-01,"FRN","POR",1
1990-01-01,"FRN","GMY",1
1954-01-01,"FRN","GFR",1
1999-01-01,"FRN","POL",1
1999-01-01,"FRN","HUN",1
1949-01-01,"FRN","ITA",1
1951-01-01,"FRN","GRC",1
1949-01-01,"FRN","NOR",1
1949-01-01,"FRN","DEN",1
1951-01-01,"FRN","TUR",1
1981-01-01,"SPN","POR",1
1990-01-01,"SPN","GMY",1
1981-01-01,"SPN","GFR",1
1999-01-01,"SPN","POL",1
1999-01-01,"SPN","HUN",1
1981-01-01,"SPN","ITA",1
1981-01-01,"SPN","GRC",1
1981-01-01,"SPN","NOR",1
1981-01-01,"SPN","DEN",1
1981-01-01,"SPN","TUR",1
1990-01-01,"POR","GMY",1
1954-01-01,"POR","GFR",1
1999-01-01,"POR","POL",1
1999-01-01,"POR","HUN",1
1949-01-01,"POR","ITA",1
1951-01-01,"POR","GRC",1
1949-01-01,"POR","NOR",1
1949-01-01,"POR","DEN",1
1951-01-01,"POR","TUR",1
1990-01-01,"GMY","GFR",1
1999-01-01,"GMY","POL",1
1999-01-01,"GMY","HUN",1
1990-01-01,"GMY","ITA",1
1990-01-01,"GMY","GRC",1
1990-01-01,"GMY","NOR",1
1990-01-01,"GMY","DEN",1
1990-01-01,"GMY","TUR",1
1954-01-01,"GFR","ITA",1
1954-01-01,"GFR","GRC",1
1954-01-01,"GFR","NOR",1
1954-01-01,"GFR","DEN",1
1954-01-01,"GFR","TUR",1
1999-01-01,"POL","HUN",1
1999-01-01,"POL","ITA",1
1999-01-01,"POL","GRC",1
1999-01-01,"POL","NOR",1
1999-01-01,"POL","DEN",1
1999-01-01,"POL","TUR",1
1999-01-01,"HUN","ITA",1
1999-01-01,"HUN","GRC",1
1999-01-01,"HUN","NOR",1
